txn_id,member_id,date,request_type,revenue,variable_cost,partner_fee,sla_met
T220298,M100670,2025-12-06,Dining,9.12,9.64,0.69,1
T220299,M100097,2025-09-15,Dining,3.65,4.45,0.81,1
T220300,M101580,2025-12-03,Lifestyle,12.72,8.62,1.29,1
T220301,M101770,2026-01-24,Gifts,10.15,6.38,1.34,1
T220302,M100479,2025-09-16,Gifts,15.66,8.39,1.17,1
T220303,M101649,2025-12-12,Travel,19.1,10.52,0.71,1
T220304,M101280,2026-02-24,Gifts,10.31,5.11,0.99,1
T220305,M101720,2025-10-31,Lifestyle,11.29,5.74,1.0,1
T220306,M100292,2025-12-30,Dining,8.46,6.14,0.49,1
T220307,M100112,2025-09-30,Dining,15.8,8.38,0.84,1
T220308,M101656,2026-01-29,Lifestyle,13.69,6.69,1.43,1
T220309,M100484,2025-10-16,Dining,6.78,3.31,0.51,1
T220310,M101073,2025-09-29,Travel,21.27,10.65,1.01,1
T220311,M101622,2026-02-04,Dining,10.54,5.74,0.91,1
T220312,M100617,2025-11-12,Travel,24.4,6.65,0.58,1
T220313,M100161,2025-11-01,Travel,21.26,6.56,1.15,1
T220314,M101424,2025-09-13,Dining,10.46,6.46,0.71,1
T220315,M100812,2026-01-04,Dining,10.98,7.73,1.32,1
T220316,M100040,2025-11-30,Travel,17.09,11.46,1.71,1
T220317,M100614,2025-12-14,Events,21.1,8.37,0.92,1
T220318,M100954,2025-12-20,Gifts,6.1,4.8,1.54,1
T220319,M101583,2025-08-31,Gifts,13.14,7.55,0.94,1
T220320,M100407,2025-10-30,Dining,11.29,4.42,0.14,1
T220321,M100932,2026-01-28,Travel,19.46,8.92,0.8,1
T220322,M100326,2025-09-23,Lifestyle,13.07,6.3,0.88,1
T220323,M100522,2026-02-07,Events,14.01,9.8,1.52,1
T220324,M100474,2025-09-21,Lifestyle,11.53,8.44,0.94,1
T220325,M100943,2025-12-14,Lifestyle,14.76,7.66,0.14,1
T220326,M101194,2025-10-27,Travel,19.78,7.65,1.05,1
T220327,M100202,2025-09-23,Dining,6.58,5.31,0.94,1
T220328,M100136,2025-09-22,Dining,11.81,6.1,0.84,1
T220329,M101316,2026-01-27,Dining,13.54,8.83,0.9,1
T220330,M100529,2025-12-15,Gifts,11.66,7.79,1.3,1
T220331,M101113,2026-02-11,Dining,13.83,7.76,0.96,1
T220332,M100138,2025-11-02,Lifestyle,14.42,7.72,0.97,1
T220333,M101081,2025-12-12,Gifts,13.82,8.28,0.72,1
T220334,M101636,2025-08-30,Lifestyle,9.71,3.63,0.46,1
T220335,M100788,2025-11-04,Events,15.17,9.37,0.97,1
T220336,M101040,2025-12-09,Dining,14.45,4.54,0.7,1
T220337,M100529,2026-01-29,Dining,9.95,6.59,0.95,1
T220338,M100514,2026-01-05,Gifts,15.78,5.7,0.19,1
T220339,M100117,2025-10-04,Dining,12.72,9.0,0.94,1
T220340,M100862,2026-01-31,Lifestyle,9.99,8.06,0.88,1
T220341,M101704,2025-09-26,Dining,12.8,9.66,0.92,1
T220342,M100208,2025-11-09,Events,18.43,7.99,0.98,1
T220343,M100749,2025-11-23,Travel,23.14,10.89,1.07,1
T220344,M101506,2025-12-02,Events,16.39,8.4,1.1,1
T220345,M100892,2026-02-20,Gifts,18.39,9.87,0.83,1
T220346,M101368,2026-01-16,Dining,7.57,5.95,1.23,1
T220347,M100676,2025-11-25,Lifestyle,11.31,4.28,0.87,1
T220348,M101084,2025-11-30,Events,24.18,7.56,0.43,1
T220349,M101778,2026-01-18,Travel,21.98,12.72,1.15,1
T220350,M101076,2025-10-04,Lifestyle,8.57,6.59,0.83,1
T220351,M101433,2025-12-07,Lifestyle,10.08,6.35,0.77,1
T220352,M101248,2025-12-18,Dining,10.01,8.77,1.42,1
T220353,M100172,2025-10-12,Dining,15.35,6.87,0.82,1
T220354,M100288,2026-01-30,Lifestyle,13.51,4.83,1.0,1
T220355,M101094,2026-02-16,Events,17.83,6.25,1.26,1
T220356,M100626,2025-12-29,Events,18.46,10.44,0.72,1
T220357,M100872,2026-02-25,Dining,13.84,7.89,1.16,1
T220358,M100870,2025-12-21,Events,20.37,14.65,0.96,1
T220359,M101428,2026-02-01,Travel,20.09,10.6,1.36,0
T220360,M101783,2025-10-30,Dining,9.33,10.04,0.7,1
T220361,M101795,2026-02-17,Travel,20.65,9.92,0.68,1
T220362,M100143,2026-01-19,Dining,9.02,4.75,1.0,1
T220363,M101339,2026-01-10,Events,12.66,7.47,0.56,1
T220364,M101305,2025-11-10,Events,17.01,9.84,1.34,1
T220365,M101556,2025-12-15,Gifts,11.65,8.27,0.8,1
T220366,M100768,2025-10-10,Dining,12.71,6.4,1.5,1
T220367,M100904,2025-10-08,Dining,2.93,4.41,0.55,1
T220368,M100812,2025-12-18,Gifts,10.44,7.85,1.27,1
T220369,M100672,2026-02-20,Events,18.55,9.24,0.81,1
T220370,M100444,2025-09-06,Dining,15.77,7.88,0.69,0
T220371,M101157,2025-12-24,Gifts,12.26,5.96,1.06,1
T220372,M100030,2025-11-21,Travel,17.93,9.45,0.95,1
T220373,M101348,2025-09-11,Travel,27.85,15.64,1.1,0
T220374,M101514,2025-10-31,Gifts,14.56,4.23,0.65,1
T220375,M100409,2025-11-14,Travel,20.71,11.32,0.36,1
T220376,M100384,2025-12-26,Travel,19.0,11.86,1.13,1
T220377,M100906,2025-09-30,Lifestyle,8.77,8.02,0.67,1
T220378,M101523,2026-01-21,Dining,9.58,4.74,0.92,1
T220379,M100204,2025-11-30,Events,13.53,9.32,1.12,1
T220380,M100777,2025-12-25,Dining,13.01,6.75,0.95,1
T220381,M100389,2026-02-08,Lifestyle,20.34,7.47,0.83,1
T220382,M101533,2026-01-07,Travel,15.39,8.82,0.71,1
T220383,M101587,2026-01-23,Lifestyle,8.68,5.16,1.28,1
T220384,M100151,2026-02-09,Travel,24.91,12.39,1.17,1
T220385,M100260,2025-10-12,Lifestyle,16.21,9.42,1.3,1
T220386,M100283,2025-10-21,Gifts,11.78,3.59,0.51,1
T220387,M101460,2025-09-23,Dining,11.26,5.59,0.67,1
T220388,M101621,2026-02-20,Gifts,11.89,6.45,0.77,1
T220389,M100670,2025-12-03,Dining,11.39,9.13,1.02,1
T220390,M100283,2025-10-30,Dining,11.71,3.99,1.49,1
T220391,M101194,2025-11-29,Travel,19.28,8.33,0.92,1
T220392,M101602,2026-02-21,Gifts,5.68,4.72,0.75,1
T220393,M101638,2025-12-06,Dining,9.76,2.52,0.99,1
T220394,M100801,2026-02-03,Events,14.63,5.89,0.42,1
T220395,M101405,2026-02-22,Gifts,10.3,7.1,0.16,1
T220396,M101720,2025-10-17,Travel,23.97,9.13,0.49,1
T220397,M101486,2026-02-08,Dining,10.32,7.03,0.75,1
T220398,M100854,2026-01-03,Events,18.28,6.47,1.05,1
T220399,M100470,2025-08-31,Dining,5.74,4.56,1.29,1
T220400,M100669,2025-09-08,Dining,7.52,5.24,1.36,1
T220401,M100651,2026-02-18,Dining,6.99,3.33,1.22,1
T220402,M101777,2025-12-15,Travel,15.41,8.96,0.44,1
T220403,M101319,2025-12-25,Gifts,10.37,5.43,0.82,0
T220404,M101545,2025-11-06,Travel,22.88,9.73,1.4,1
T220405,M101399,2025-10-24,Lifestyle,16.85,5.03,0.41,1
T220406,M100857,2026-02-12,Gifts,14.68,8.71,0.9,1
T220407,M101422,2025-12-11,Lifestyle,14.93,4.42,0.91,1
T220408,M101151,2026-01-06,Gifts,10.88,5.67,1.18,1
T220409,M101332,2025-09-02,Dining,11.98,6.28,0.0,1
T220410,M100541,2026-01-04,Dining,10.7,6.05,1.11,1
T220411,M100416,2026-02-20,Travel,17.27,7.0,0.47,1
T220412,M100324,2025-11-05,Gifts,10.68,6.48,1.2,1
T220413,M100520,2025-09-21,Gifts,12.21,6.23,0.46,0
T220414,M101761,2025-10-01,Dining,9.58,7.54,0.94,0
T220415,M101695,2026-02-01,Gifts,7.0,8.22,0.21,1
T220416,M100263,2025-10-15,Travel,13.74,9.58,0.54,1
T220417,M100996,2026-01-20,Gifts,9.36,4.96,1.07,1
T220418,M101692,2026-01-30,Travel,25.03,14.75,0.66,1
T220419,M101358,2025-11-22,Dining,8.12,6.73,1.11,0
T220420,M101101,2025-10-04,Events,19.38,9.21,1.01,1
T220421,M101078,2025-09-22,Lifestyle,8.59,3.94,0.84,1
T220422,M100586,2025-11-06,Gifts,12.1,8.17,0.14,1
T220423,M101664,2025-12-13,Travel,18.23,8.89,0.95,1
T220424,M100149,2025-11-12,Events,24.12,8.63,1.14,1
T220425,M101563,2026-01-04,Travel,16.78,9.64,1.08,1
T220426,M101568,2026-02-01,Dining,12.72,3.73,0.6,1
T220427,M100470,2025-12-15,Gifts,10.71,6.74,0.98,1
T220428,M100921,2026-01-26,Dining,5.17,6.47,0.83,1
T220429,M101592,2026-02-09,Events,18.4,6.96,0.95,1
T220430,M100853,2025-10-14,Dining,6.39,7.19,1.32,1
T220431,M100540,2025-09-28,Gifts,8.6,4.62,0.99,1
T220432,M100126,2025-10-14,Dining,14.61,6.52,0.71,1
T220433,M100793,2025-09-14,Travel,22.9,6.68,1.08,1
T220434,M100499,2025-11-30,Travel,23.89,12.01,0.93,1
T220435,M101532,2025-10-27,Gifts,8.57,7.89,1.25,1
T220436,M101550,2026-01-20,Lifestyle,16.25,3.27,0.51,1
T220437,M100583,2025-12-07,Dining,13.3,7.29,0.49,1
T220438,M100378,2026-02-07,Dining,13.69,4.96,0.81,1
T220439,M100523,2025-11-07,Events,16.19,10.08,0.29,1
T220440,M100723,2025-12-09,Dining,11.51,9.1,0.75,1
T220441,M101203,2025-11-18,Dining,10.64,6.14,0.96,1
T220442,M100274,2025-09-25,Dining,13.17,8.46,1.28,1
T220443,M101799,2026-02-16,Dining,5.37,6.65,0.77,1
T220444,M101260,2025-12-07,Events,15.62,11.07,1.2,1
T220445,M100235,2025-12-17,Travel,19.69,9.08,0.97,1
T220446,M100566,2025-10-15,Travel,21.0,10.69,0.85,1
T220447,M101261,2025-10-30,Travel,23.22,9.17,0.55,1
T220448,M100907,2025-10-19,Travel,17.04,11.51,0.69,1
T220449,M100948,2025-09-26,Lifestyle,12.0,4.68,0.71,1
T220450,M100074,2026-01-03,Events,23.22,9.77,0.78,1
T220451,M100739,2025-12-23,Lifestyle,7.88,5.44,0.71,1
T220452,M101106,2025-12-25,Lifestyle,18.6,8.18,1.19,1
T220453,M101349,2025-10-01,Events,18.65,9.87,0.84,1
T220454,M100804,2025-12-04,Lifestyle,8.34,6.95,1.47,1
T220455,M100998,2025-10-12,Dining,9.79,5.04,0.58,1
T220456,M100399,2026-01-12,Travel,21.94,13.07,1.17,1
T220457,M101436,2025-09-11,Gifts,18.07,9.59,0.5,1
T220458,M101256,2025-11-30,Dining,8.58,6.47,0.81,1
T220459,M101338,2025-08-31,Events,14.25,8.25,0.81,1
T220460,M101202,2025-12-07,Lifestyle,9.7,3.56,0.82,1
T220461,M101773,2026-02-18,Lifestyle,8.88,7.85,1.27,1
T220462,M101583,2026-01-09,Events,21.38,8.78,0.93,1
T220463,M101459,2025-12-09,Gifts,10.76,7.72,1.48,1
T220464,M100603,2026-02-02,Events,14.27,11.2,1.33,1
T220465,M100120,2025-10-09,Travel,18.85,9.65,0.86,1
T220466,M100001,2025-12-25,Travel,21.59,10.47,1.24,1
T220467,M101403,2025-09-30,Events,18.16,9.29,0.47,1
T220468,M101618,2025-09-05,Travel,13.86,12.1,0.87,1
T220469,M101169,2026-02-11,Gifts,8.05,5.33,0.84,1
T220470,M101298,2026-01-06,Dining,12.13,7.77,1.04,1
T220471,M100161,2025-11-08,Gifts,13.16,6.12,1.1,0
T220472,M101017,2025-09-23,Events,13.66,11.28,0.6,1
T220473,M101089,2025-09-17,Dining,11.68,5.4,1.03,1
T220474,M100281,2026-01-22,Lifestyle,16.79,4.12,1.32,1
T220475,M101351,2026-01-16,Events,17.8,5.96,1.13,1
T220476,M100603,2026-01-21,Gifts,6.58,6.89,1.02,1
T220477,M100354,2025-12-25,Dining,11.36,6.43,1.19,1
T220478,M101252,2025-11-07,Dining,13.14,6.21,0.11,1
T220479,M100782,2025-12-16,Lifestyle,8.86,7.63,0.27,1
T220480,M100964,2025-10-18,Events,12.12,11.23,1.44,1
T220481,M100976,2025-12-16,Travel,22.7,9.05,1.1,1
T220482,M101120,2025-11-11,Events,8.16,8.09,0.99,1
T220483,M100743,2025-11-16,Travel,18.68,6.45,0.93,1
T220484,M101466,2026-01-11,Lifestyle,10.06,6.1,0.88,1
T220485,M101576,2026-02-15,Dining,8.18,4.85,1.03,1
T220486,M100870,2026-01-17,Events,19.93,9.85,0.99,1
T220487,M100304,2025-10-08,Travel,14.83,9.22,0.76,1
T220488,M100502,2025-10-14,Dining,12.84,7.46,0.97,1
T220489,M101388,2026-02-03,Gifts,20.76,7.0,0.96,1
T220490,M100461,2025-12-18,Dining,12.55,11.03,0.69,1
T220491,M101400,2025-10-02,Travel,27.72,11.66,1.26,1
T220492,M101191,2025-10-03,Events,22.64,8.03,0.69,1
T220493,M100806,2026-02-22,Travel,24.79,10.49,0.65,1
T220494,M100227,2025-10-07,Lifestyle,8.81,7.04,0.75,1
T220495,M100971,2025-10-07,Gifts,14.86,8.62,0.42,1
T220496,M101247,2026-02-05,Dining,13.17,6.5,0.85,1
T220497,M100276,2025-12-24,Dining,16.84,7.41,0.76,1
T220498,M101484,2026-02-16,Events,22.07,10.88,1.1,1
T220499,M100351,2025-10-30,Dining,14.2,7.11,0.86,1
T220500,M100742,2025-09-23,Dining,9.65,6.45,0.35,1
T220501,M100956,2026-01-24,Lifestyle,11.95,4.25,0.75,1
T220502,M101330,2025-12-24,Gifts,11.1,5.23,0.43,1
T220503,M100404,2025-11-21,Travel,20.13,8.34,1.22,1
T220504,M100604,2026-02-13,Dining,7.58,4.38,1.24,1
T220505,M101451,2026-01-03,Gifts,12.73,3.7,1.02,1
T220506,M100593,2026-01-17,Events,18.04,9.83,1.13,1
T220507,M101109,2026-02-25,Travel,25.77,10.24,0.93,0
T220508,M100716,2025-10-28,Events,20.37,11.73,0.99,1
T220509,M100101,2025-10-18,Lifestyle,9.55,9.01,0.69,1
T220510,M100926,2026-02-11,Dining,13.2,8.74,0.78,1
T220511,M100644,2026-02-02,Gifts,10.48,7.68,1.14,1
T220512,M100476,2026-02-13,Lifestyle,7.57,3.81,0.6,0
T220513,M101545,2025-09-09,Events,18.56,10.26,0.95,1
T220514,M101393,2025-11-15,Lifestyle,11.32,6.4,0.69,1
T220515,M100499,2025-11-20,Dining,13.72,9.48,0.68,1
T220516,M100942,2026-02-10,Gifts,9.24,3.62,1.26,1
T220517,M101295,2026-02-25,Travel,20.67,10.94,1.07,1
T220518,M100095,2025-09-11,Travel,17.66,8.32,0.99,1
T220519,M100168,2025-09-08,Events,14.4,7.42,0.58,1
T220520,M100971,2025-11-19,Events,22.38,14.15,0.9,1
T220521,M101674,2026-02-02,Travel,20.05,9.51,0.8,1
T220522,M101669,2026-02-20,Travel,20.23,9.18,0.5,1
T220523,M100808,2025-09-28,Events,15.01,8.27,1.07,1
T220524,M101267,2025-11-22,Lifestyle,6.22,5.31,1.05,1
T220525,M100884,2025-12-28,Gifts,13.72,5.16,0.24,1
T220526,M101628,2026-02-23,Travel,27.75,11.32,0.84,0
T220527,M101025,2025-11-15,Travel,20.34,10.07,1.44,1
T220528,M101604,2025-09-20,Lifestyle,12.75,6.92,0.97,1
T220529,M100654,2025-09-28,Gifts,11.56,4.55,1.44,1
T220530,M101675,2025-10-17,Gifts,13.64,6.5,1.01,1
T220531,M101305,2026-02-16,Gifts,10.65,6.96,1.08,1
T220532,M101381,2025-10-12,Dining,7.26,7.27,0.83,1
T220533,M100026,2025-10-26,Dining,6.72,8.43,0.62,1
T220534,M101451,2025-09-27,Travel,15.94,8.79,0.6,1
T220535,M100291,2026-01-30,Events,20.18,11.11,1.25,1
T220536,M101685,2025-09-23,Gifts,9.84,7.81,0.83,1
T220537,M100339,2025-10-20,Gifts,13.52,4.87,0.74,1
T220538,M101486,2025-10-11,Lifestyle,7.57,6.86,1.49,1
T220539,M101143,2026-01-28,Travel,16.14,9.97,1.57,1
T220540,M100706,2025-09-25,Gifts,16.85,3.24,0.97,1
T220541,M101603,2026-02-22,Lifestyle,7.98,5.87,0.36,1
T220542,M100698,2026-01-16,Dining,9.95,6.13,0.87,1
T220543,M100114,2026-01-29,Dining,14.53,4.64,0.57,1
T220544,M100136,2026-01-15,Lifestyle,9.7,7.56,0.51,0
T220545,M101534,2025-11-05,Dining,13.61,9.61,1.34,1
T220546,M100692,2025-09-12,Gifts,9.32,6.53,0.5,1
T220547,M101475,2025-09-01,Travel,15.82,7.3,0.68,1
T220548,M100036,2026-02-06,Travel,15.77,9.03,0.84,1
T220549,M100137,2025-09-04,Lifestyle,10.96,4.89,0.53,1
T220550,M101778,2026-02-06,Travel,23.71,14.0,0.71,1
T220551,M100257,2025-10-14,Travel,27.61,9.4,0.54,1
T220552,M101237,2026-01-23,Dining,9.64,6.23,0.49,1
T220553,M100630,2025-09-30,Dining,16.48,9.39,0.86,1
T220554,M100900,2025-12-25,Travel,20.33,7.91,0.89,1
T220555,M100206,2025-09-21,Gifts,10.8,5.22,0.46,1
T220556,M100480,2025-11-20,Dining,12.72,8.73,0.48,1
T220557,M101364,2025-11-22,Travel,18.1,11.57,0.48,1
T220558,M100964,2025-12-08,Travel,14.53,7.7,0.48,1
T220559,M100907,2026-01-15,Gifts,10.37,4.12,0.85,1
T220560,M101700,2025-11-25,Travel,18.59,11.42,0.98,1
T220561,M100739,2025-10-30,Lifestyle,12.07,7.55,0.74,1
T220562,M101446,2026-01-31,Lifestyle,9.59,4.92,1.31,1
T220563,M101304,2026-01-31,Dining,11.37,7.04,1.34,1
T220564,M100829,2025-12-11,Travel,18.29,7.45,0.3,1
T220565,M100527,2025-09-29,Gifts,7.35,6.86,0.93,1
T220566,M100637,2025-12-24,Travel,16.27,10.83,0.31,1
T220567,M101568,2025-12-13,Lifestyle,12.32,2.97,0.93,1
T220568,M100550,2025-09-06,Lifestyle,10.05,5.28,1.23,0
T220569,M101177,2026-01-09,Events,21.53,8.72,1.01,1
T220570,M100224,2025-12-22,Dining,12.25,7.67,0.62,1
T220571,M100623,2025-09-27,Dining,9.94,4.09,1.27,1
T220572,M101682,2025-11-24,Travel,23.61,13.81,0.64,1
T220573,M100971,2026-02-05,Dining,13.92,7.54,0.97,1
T220574,M101480,2026-01-18,Gifts,13.23,8.43,0.58,1
T220575,M100467,2025-09-03,Events,16.48,6.83,1.0,1
T220576,M101370,2025-10-03,Events,24.67,11.06,0.8,0
T220577,M101772,2025-09-07,Events,18.46,8.75,0.3,1
T220578,M101665,2025-12-01,Dining,13.24,6.31,0.76,1
T220579,M100784,2025-11-08,Gifts,15.35,7.17,1.13,1
T220580,M101227,2026-02-01,Lifestyle,7.13,6.44,1.31,1
T220581,M101614,2025-10-20,Events,18.0,4.46,0.76,1
T220582,M101464,2025-11-15,Events,20.47,13.57,1.26,1
T220583,M101760,2026-02-19,Dining,12.9,5.42,0.71,1
T220584,M100056,2025-09-26,Gifts,8.2,4.93,1.62,1
T220585,M100964,2025-12-09,Lifestyle,9.06,6.1,0.65,1
T220586,M101424,2025-08-31,Gifts,5.49,6.85,0.92,1
T220587,M101313,2025-09-19,Dining,14.04,4.22,0.48,1
T220588,M100276,2025-12-12,Travel,26.22,9.18,0.82,1
T220589,M101030,2026-02-23,Lifestyle,8.7,8.65,1.11,1
T220590,M100297,2026-01-30,Gifts,13.34,5.37,1.88,1
T220591,M100164,2026-01-04,Travel,18.02,10.03,0.66,1
T220592,M100200,2026-01-03,Events,12.69,6.67,0.14,1
T220593,M101714,2025-12-24,Dining,14.81,10.4,1.31,1
T220594,M100489,2025-09-07,Lifestyle,14.28,7.5,0.92,1
T220595,M100821,2025-10-27,Travel,17.67,8.49,1.37,1
T220596,M100461,2026-01-22,Dining,16.87,10.26,0.51,1
T220597,M101609,2025-10-22,Dining,9.2,7.2,1.6,1
T220598,M101600,2026-02-15,Dining,11.24,7.46,0.69,1
T220599,M101180,2026-02-14,Gifts,10.51,7.59,0.83,0
T220600,M101491,2025-11-01,Gifts,11.5,5.93,0.94,1
T220601,M100189,2026-01-17,Gifts,9.78,9.25,0.5,1
T220602,M101799,2025-12-09,Travel,17.29,12.66,0.78,1
T220603,M100750,2025-09-30,Gifts,7.93,9.83,0.3,1
T220604,M100720,2025-12-18,Lifestyle,7.46,2.44,1.12,1
T220605,M100352,2026-01-22,Events,16.36,10.69,0.74,1
T220606,M101578,2025-08-30,Events,11.19,9.15,0.0,1
T220607,M100305,2026-01-05,Dining,10.79,6.03,0.77,1
T220608,M101544,2025-10-30,Lifestyle,8.74,6.02,1.0,1
T220609,M101287,2026-01-27,Dining,10.01,6.55,1.01,1
T220610,M101389,2026-01-27,Lifestyle,14.0,8.43,1.5,1
T220611,M100054,2025-10-13,Travel,17.31,11.68,0.96,1
T220612,M101329,2025-09-17,Dining,17.07,8.13,0.81,1
T220613,M101739,2026-02-21,Dining,6.3,6.8,0.85,1
T220614,M100709,2025-09-03,Lifestyle,12.54,6.66,1.47,1
T220615,M100809,2026-01-02,Events,17.45,12.12,0.57,1
T220616,M100201,2025-09-01,Travel,18.98,10.19,0.75,1
T220617,M100881,2025-11-22,Lifestyle,10.37,9.75,1.16,1
T220618,M101212,2025-10-11,Events,14.27,10.26,0.97,1
T220619,M100538,2026-02-24,Lifestyle,13.48,7.68,0.52,1
T220620,M101334,2026-01-28,Lifestyle,11.63,3.88,0.98,1
T220621,M100154,2025-09-07,Gifts,17.57,9.73,1.52,1
T220622,M101213,2026-01-27,Dining,10.28,3.51,0.87,1
T220623,M101058,2025-09-22,Lifestyle,13.89,6.27,0.75,1
T220624,M100413,2026-02-04,Events,15.72,6.05,0.9,1
T220625,M100620,2025-11-01,Travel,18.48,11.27,0.83,1
T220626,M100431,2025-12-21,Gifts,9.53,5.28,1.67,1
T220627,M101123,2025-12-08,Dining,15.29,7.79,1.21,0
T220628,M101146,2025-10-21,Dining,7.77,2.24,0.17,1
T220629,M101000,2026-01-29,Gifts,11.96,9.13,1.36,1
T220630,M100349,2025-12-26,Events,16.55,10.02,0.73,1
T220631,M100390,2025-11-18,Events,18.51,8.79,0.98,1
T220632,M101459,2025-12-23,Gifts,11.72,5.03,1.24,1
T220633,M100830,2026-01-13,Lifestyle,14.73,8.43,1.41,1
T220634,M100784,2026-02-18,Dining,11.68,7.11,1.05,1
T220635,M100554,2025-11-03,Travel,23.25,12.0,0.91,1
T220636,M101674,2026-02-14,Travel,21.94,6.33,0.77,1
T220637,M100431,2026-01-30,Lifestyle,10.95,5.72,0.9,1
T220638,M101383,2026-01-14,Dining,12.63,7.87,1.55,1
T220639,M101385,2025-10-19,Travel,19.11,8.2,0.39,1
T220640,M100438,2026-02-04,Lifestyle,9.84,4.85,0.84,1
T220641,M100021,2025-12-29,Gifts,10.96,6.6,1.16,1
T220642,M100449,2026-02-12,Dining,12.62,5.24,1.66,0
T220643,M100483,2025-11-27,Lifestyle,13.84,9.18,1.57,1
T220644,M101340,2026-01-24,Dining,12.77,7.32,1.02,1
T220645,M100955,2026-01-27,Events,18.31,9.36,1.18,0
T220646,M100774,2025-12-30,Dining,12.28,10.41,1.25,1
T220647,M100857,2026-01-10,Events,18.61,9.16,0.81,1
T220648,M101714,2026-02-17,Travel,30.4,12.81,1.21,1
T220649,M101692,2025-12-06,Lifestyle,15.16,5.88,0.74,1
T220650,M100046,2025-11-27,Events,13.17,8.46,0.46,1
T220651,M101518,2025-12-05,Travel,17.32,10.79,1.15,1
T220652,M100650,2025-12-08,Lifestyle,13.24,7.82,0.92,0
T220653,M101352,2025-08-30,Gifts,10.49,5.01,1.24,1
T220654,M101772,2026-01-07,Events,13.74,6.19,1.04,1
T220655,M100925,2025-12-27,Events,17.65,9.53,0.65,1
T220656,M101123,2025-11-26,Events,19.96,10.09,1.39,1
T220657,M100772,2026-02-10,Events,18.96,4.98,1.17,1
T220658,M100134,2025-09-01,Lifestyle,6.27,9.92,1.2,1
T220659,M100065,2025-11-23,Dining,12.56,6.59,0.54,1
T220660,M100648,2025-10-23,Travel,20.45,5.88,0.69,1
T220661,M101479,2025-12-30,Gifts,12.17,7.39,0.75,1
T220662,M100614,2025-10-24,Lifestyle,12.13,3.73,0.92,1
T220663,M100775,2025-09-21,Dining,11.9,4.18,1.66,1
T220664,M100956,2025-11-13,Dining,11.64,7.46,0.45,1
T220665,M100577,2026-01-19,Lifestyle,13.1,5.26,0.95,1
T220666,M100881,2025-10-25,Lifestyle,6.98,4.91,0.58,1
T220667,M101091,2025-09-24,Gifts,11.15,7.56,0.61,1
T220668,M101532,2025-10-24,Events,18.49,8.32,0.81,1
T220669,M101357,2025-10-29,Dining,6.51,5.21,1.08,1
T220670,M101471,2025-12-04,Lifestyle,10.44,6.31,0.06,1
T220671,M100941,2026-01-23,Gifts,8.82,9.08,0.39,1
T220672,M101257,2025-10-19,Gifts,10.8,8.14,0.73,1
T220673,M100269,2025-12-15,Lifestyle,10.85,4.13,0.83,1
T220674,M100265,2026-01-15,Lifestyle,18.02,10.22,0.58,1
T220675,M101658,2025-11-29,Dining,15.98,5.25,0.78,1
T220676,M101087,2026-02-21,Dining,10.55,5.86,0.77,1
T220677,M100203,2025-11-24,Dining,10.99,4.87,1.1,1
T220678,M100734,2025-11-19,Lifestyle,15.25,6.68,1.0,0
T220679,M101745,2025-12-16,Events,12.19,8.86,0.88,1
T220680,M100037,2025-10-22,Gifts,9.46,6.14,1.32,0
T220681,M100796,2025-11-12,Travel,21.16,12.62,1.21,0
T220682,M101506,2025-12-22,Travel,19.63,7.46,0.81,1
T220683,M101703,2025-10-19,Travel,19.39,9.24,0.44,1
T220684,M100663,2026-02-04,Lifestyle,11.47,2.84,0.84,1
T220685,M101646,2025-11-26,Travel,23.09,9.43,0.4,1
T220686,M101288,2026-01-31,Lifestyle,9.11,7.88,1.11,1
T220687,M100731,2025-11-09,Dining,14.84,9.32,1.58,1
T220688,M101403,2026-02-22,Travel,23.8,13.32,1.04,0
T220689,M101440,2025-09-24,Dining,18.99,6.82,1.22,0
T220690,M100495,2026-02-20,Travel,18.81,8.94,0.57,1
T220691,M100161,2025-11-28,Gifts,7.85,4.26,0.97,1
T220692,M101405,2025-10-29,Dining,9.62,6.25,0.84,1
T220693,M100148,2025-12-13,Events,16.89,10.63,0.6,1
T220694,M101401,2026-01-18,Dining,9.02,9.0,0.85,1
T220695,M100640,2026-01-12,Lifestyle,10.48,5.69,0.5,0
T220696,M101265,2025-09-27,Dining,8.53,5.42,1.21,0
T220697,M101097,2026-02-02,Gifts,7.99,5.48,0.74,1
T220698,M100069,2025-10-21,Lifestyle,15.19,6.52,0.6,1
T220699,M100016,2026-01-04,Lifestyle,7.4,6.42,0.97,1
T220700,M101133,2026-02-23,Gifts,6.04,7.33,1.15,1
T220701,M100927,2025-12-14,Events,18.46,13.49,1.26,1
T220702,M100078,2026-02-08,Events,14.07,8.52,0.66,1
T220703,M101756,2025-10-11,Gifts,13.47,7.85,0.9,1
T220704,M100429,2025-10-10,Lifestyle,13.92,5.68,1.27,1
T220705,M101545,2026-01-17,Events,20.28,9.54,0.54,1
T220706,M100210,2025-10-09,Gifts,12.02,6.32,0.93,1
T220707,M100418,2025-10-22,Lifestyle,16.29,8.7,0.93,1
T220708,M100951,2025-10-27,Dining,16.87,7.48,0.56,1
T220709,M100950,2026-02-11,Events,15.81,9.74,1.3,1
T220710,M101086,2026-02-02,Dining,11.38,5.75,0.8,1
T220711,M100308,2026-01-28,Travel,20.06,8.88,1.36,0
T220712,M100475,2025-10-01,Gifts,6.25,3.84,0.53,0
