member_id,segment,tier,join_date,channel,monthly_fee,status,churn_date
M101105,CapitalOneConcierge,Standard,2026-01-03,Direct,25.0,Active,
M101106,VelocityBlack,Premium,2025-07-18,Referral,150.0,Active,
M101107,VelocityBlack,Standard,2025-12-05,Direct,25.0,Active,
M101108,CapitalOneConcierge,Standard,2026-01-13,Partner,25.0,Active,
M101109,VelocityBlack,Plus,2025-04-20,Partner,60.0,Active,
M101110,VelocityBlack,Plus,2024-09-27,Partner,60.0,Active,
M101111,VelocityBlack,Standard,2026-01-06,Direct,25.0,Active,
M101112,CapitalOneConcierge,Plus,2025-07-15,Direct,60.0,Churned,2025-08-04
M101113,CapitalOneConcierge,Premium,2024-11-07,Partner,150.0,Active,
M101114,CapitalOneConcierge,Plus,2025-06-16,Direct,60.0,Churned,2025-11-13
M101115,VelocityBlack,Standard,2024-09-18,Direct,25.0,Active,
M101116,VelocityBlack,Standard,2025-02-06,Partner,25.0,Active,
M101117,CapitalOneConcierge,Plus,2025-03-09,Partner,60.0,Active,
M101118,VelocityBlack,Standard,2025-05-06,Direct,25.0,Active,
M101119,CapitalOneConcierge,Standard,2025-07-05,Direct,25.0,Churned,2025-09-25
M101120,CapitalOneConcierge,Standard,2025-11-30,Referral,25.0,Active,
M101121,VelocityBlack,Standard,2025-03-11,Direct,25.0,Active,
M101122,CapitalOneConcierge,Standard,2025-10-05,Direct,25.0,Active,
M101123,VelocityBlack,Plus,2026-01-24,Direct,60.0,Active,
M101124,VelocityBlack,Standard,2025-10-12,Direct,25.0,Churned,2026-01-15
M101125,CapitalOneConcierge,Standard,2025-01-18,Referral,25.0,Active,
M101126,CapitalOneConcierge,Plus,2025-09-03,Direct,60.0,Active,
M101127,CapitalOneConcierge,Standard,2025-02-01,Direct,25.0,Active,
M101128,CapitalOneConcierge,Plus,2025-05-19,Direct,60.0,Active,
M101129,CapitalOneConcierge,Standard,2025-08-11,Direct,25.0,Active,
M101130,CapitalOneConcierge,Standard,2025-02-08,Direct,25.0,Churned,2025-10-23
M101131,CapitalOneConcierge,Premium,2024-09-05,Referral,150.0,Active,
M101132,VelocityBlack,Plus,2025-11-29,Partner,60.0,Active,
M101133,CapitalOneConcierge,Standard,2025-09-30,Direct,25.0,Active,
M101134,CapitalOneConcierge,Premium,2024-11-08,Direct,150.0,Active,
M101135,VelocityBlack,Plus,2025-03-25,Direct,60.0,Active,
M101136,CapitalOneConcierge,Plus,2025-01-22,Direct,60.0,Active,
M101137,VelocityBlack,Standard,2026-02-12,Partner,25.0,Active,
M101138,VelocityBlack,Standard,2026-01-24,Direct,25.0,Active,
M101139,CapitalOneConcierge,Plus,2025-09-11,Partner,60.0,Active,
M101140,VelocityBlack,Premium,2025-04-29,Referral,150.0,Active,
M101141,CapitalOneConcierge,Standard,2024-10-01,Direct,25.0,Active,
M101142,CapitalOneConcierge,Plus,2025-01-14,Referral,60.0,Churned,2025-11-23
M101143,CapitalOneConcierge,Standard,2024-10-23,Direct,25.0,Active,
M101144,VelocityBlack,Standard,2025-11-03,Direct,25.0,Active,
M101145,VelocityBlack,Plus,2024-10-20,Partner,60.0,Active,
M101146,CapitalOneConcierge,Standard,2025-09-03,Direct,25.0,Active,
M101147,CapitalOneConcierge,Plus,2026-01-30,Partner,60.0,Active,
M101148,CapitalOneConcierge,Plus,2025-02-16,Partner,60.0,Active,
M101149,CapitalOneConcierge,Standard,2025-09-07,Direct,25.0,Active,
M101150,VelocityBlack,Standard,2025-12-21,Referral,25.0,Active,
M101151,CapitalOneConcierge,Standard,2025-04-21,Direct,25.0,Active,
M101152,VelocityBlack,Standard,2025-05-03,Partner,25.0,Active,
M101153,VelocityBlack,Premium,2024-12-20,Direct,150.0,Active,
M101154,CapitalOneConcierge,Premium,2025-04-21,Direct,150.0,Active,
M101155,VelocityBlack,Standard,2025-12-18,Direct,25.0,Churned,2025-11-08
M101156,VelocityBlack,Standard,2025-08-27,Referral,25.0,Active,
M101157,VelocityBlack,Standard,2024-12-20,Direct,25.0,Active,
M101158,VelocityBlack,Standard,2025-06-14,Referral,25.0,Active,
M101159,CapitalOneConcierge,Premium,2025-09-19,Direct,150.0,Active,
M101160,VelocityBlack,Premium,2024-10-14,Direct,150.0,Active,
M101161,CapitalOneConcierge,Standard,2025-10-20,Direct,25.0,Churned,2025-07-06
M101162,CapitalOneConcierge,Premium,2024-12-20,Direct,150.0,Active,
M101163,VelocityBlack,Plus,2025-02-09,Referral,60.0,Active,
M101164,VelocityBlack,Standard,2025-04-15,Direct,25.0,Churned,2025-11-16
M101165,CapitalOneConcierge,Standard,2025-06-02,Partner,25.0,Active,
M101166,CapitalOneConcierge,Plus,2026-01-10,Partner,60.0,Active,
M101167,CapitalOneConcierge,Plus,2025-01-01,Direct,60.0,Active,
M101168,CapitalOneConcierge,Standard,2025-01-19,Partner,25.0,Active,
M101169,VelocityBlack,Standard,2025-03-26,Referral,25.0,Active,
M101170,VelocityBlack,Plus,2025-12-09,Partner,60.0,Churned,2025-07-28
M101171,CapitalOneConcierge,Standard,2026-02-06,Direct,25.0,Active,
M101172,VelocityBlack,Standard,2025-05-06,Partner,25.0,Active,
M101173,CapitalOneConcierge,Standard,2025-09-12,Partner,25.0,Active,
M101174,CapitalOneConcierge,Standard,2026-01-11,Direct,25.0,Active,
M101175,CapitalOneConcierge,Standard,2025-12-04,Partner,25.0,Churned,2026-01-31
M101176,CapitalOneConcierge,Standard,2025-09-05,Direct,25.0,Active,
M101177,VelocityBlack,Plus,2025-06-21,Partner,60.0,Churned,2025-07-02
M101178,VelocityBlack,Plus,2026-02-16,Referral,60.0,Active,
M101179,VelocityBlack,Premium,2025-01-10,Referral,150.0,Active,
M101180,CapitalOneConcierge,Standard,2025-03-17,Partner,25.0,Active,
M101181,VelocityBlack,Standard,2025-09-22,Partner,25.0,Active,
M101182,VelocityBlack,Standard,2024-09-14,Partner,25.0,Active,
M101183,VelocityBlack,Plus,2025-05-31,Direct,60.0,Active,
M101184,VelocityBlack,Standard,2025-12-08,Direct,25.0,Active,
M101185,CapitalOneConcierge,Plus,2024-12-07,Direct,60.0,Churned,2025-07-12
M101186,VelocityBlack,Standard,2025-11-10,Direct,25.0,Active,
M101187,CapitalOneConcierge,Plus,2025-04-13,Referral,60.0,Active,
M101188,VelocityBlack,Standard,2025-12-11,Referral,25.0,Active,
M101189,CapitalOneConcierge,Plus,2025-08-11,Direct,60.0,Churned,2025-07-23
M101190,VelocityBlack,Premium,2024-11-26,Direct,150.0,Active,
M101191,VelocityBlack,Premium,2025-10-05,Partner,150.0,Active,
M101192,CapitalOneConcierge,Standard,2024-10-03,Direct,25.0,Active,
M101193,CapitalOneConcierge,Premium,2025-01-12,Partner,150.0,Churned,2025-11-28
M101194,CapitalOneConcierge,Standard,2025-12-26,Referral,25.0,Churned,2025-12-24
M101195,VelocityBlack,Plus,2025-12-20,Direct,60.0,Active,
M101196,VelocityBlack,Plus,2024-09-28,Direct,60.0,Churned,2025-08-15
M101197,CapitalOneConcierge,Standard,2025-03-26,Direct,25.0,Active,
M101198,VelocityBlack,Premium,2024-10-23,Direct,150.0,Active,
M101199,CapitalOneConcierge,Plus,2025-01-27,Direct,60.0,Churned,2025-08-22
M101200,CapitalOneConcierge,Standard,2026-02-07,Direct,25.0,Active,
M101201,CapitalOneConcierge,Standard,2024-12-17,Direct,25.0,Active,
M101202,CapitalOneConcierge,Standard,2025-08-15,Direct,25.0,Active,
M101203,CapitalOneConcierge,Standard,2025-11-11,Direct,25.0,Active,
M101204,VelocityBlack,Standard,2025-12-22,Partner,25.0,Churned,2025-07-21
M101205,VelocityBlack,Premium,2025-03-13,Direct,150.0,Active,
M101206,CapitalOneConcierge,Standard,2025-09-14,Referral,25.0,Active,
M101207,CapitalOneConcierge,Plus,2025-05-22,Direct,60.0,Active,
M101208,VelocityBlack,Standard,2024-10-30,Direct,25.0,Active,
M101209,VelocityBlack,Premium,2025-01-01,Direct,150.0,Active,
M101210,CapitalOneConcierge,Standard,2025-10-12,Partner,25.0,Active,
M101211,CapitalOneConcierge,Plus,2025-09-08,Direct,60.0,Active,
M101212,CapitalOneConcierge,Standard,2025-06-11,Direct,25.0,Active,
M101213,VelocityBlack,Plus,2025-10-29,Direct,60.0,Active,
M101214,VelocityBlack,Standard,2025-09-11,Referral,25.0,Churned,2025-07-20
M101215,CapitalOneConcierge,Standard,2025-03-05,Direct,25.0,Active,
M101216,VelocityBlack,Premium,2025-02-08,Direct,150.0,Active,
M101217,CapitalOneConcierge,Standard,2026-01-26,Referral,25.0,Active,
M101218,CapitalOneConcierge,Standard,2026-02-09,Direct,25.0,Active,
M101219,VelocityBlack,Standard,2024-09-19,Direct,25.0,Churned,2025-08-20
M101220,VelocityBlack,Plus,2025-11-04,Partner,60.0,Active,
M101221,VelocityBlack,Plus,2024-11-13,Direct,60.0,Active,
M101222,CapitalOneConcierge,Plus,2025-12-12,Direct,60.0,Churned,2025-11-12
M101223,CapitalOneConcierge,Plus,2025-07-17,Direct,60.0,Active,
M101224,VelocityBlack,Standard,2025-09-09,Direct,25.0,Active,
M101225,CapitalOneConcierge,Standard,2025-09-16,Referral,25.0,Active,
M101226,CapitalOneConcierge,Standard,2025-07-26,Partner,25.0,Active,
M101227,CapitalOneConcierge,Standard,2025-01-16,Partner,25.0,Churned,2025-11-14
M101228,CapitalOneConcierge,Plus,2025-11-12,Direct,60.0,Churned,2025-10-26
M101229,VelocityBlack,Plus,2025-06-29,Partner,60.0,Active,
M101230,VelocityBlack,Premium,2025-06-24,Partner,150.0,Active,
M101231,CapitalOneConcierge,Standard,2025-02-21,Direct,25.0,Churned,2026-01-07
M101232,VelocityBlack,Standard,2024-09-08,Referral,25.0,Active,
M101233,CapitalOneConcierge,Plus,2025-06-29,Partner,60.0,Active,
M101234,VelocityBlack,Premium,2025-03-08,Partner,150.0,Active,
M101235,VelocityBlack,Plus,2025-08-25,Direct,60.0,Active,
M101236,VelocityBlack,Plus,2025-03-18,Direct,60.0,Active,
M101237,VelocityBlack,Standard,2026-02-10,Partner,25.0,Active,
M101238,VelocityBlack,Standard,2025-09-05,Partner,25.0,Active,
M101239,VelocityBlack,Plus,2025-05-07,Direct,60.0,Active,
M101240,CapitalOneConcierge,Plus,2025-09-20,Direct,60.0,Churned,2025-12-11
M101241,VelocityBlack,Premium,2025-08-19,Partner,150.0,Churned,2025-07-22
M101242,VelocityBlack,Premium,2025-08-04,Direct,150.0,Active,
M101243,VelocityBlack,Plus,2025-07-12,Direct,60.0,Active,
M101244,VelocityBlack,Plus,2026-01-19,Partner,60.0,Active,
M101245,VelocityBlack,Premium,2025-02-21,Direct,150.0,Active,
M101246,CapitalOneConcierge,Standard,2025-04-24,Direct,25.0,Active,
M101247,VelocityBlack,Plus,2025-01-17,Direct,60.0,Active,
M101248,CapitalOneConcierge,Standard,2025-07-07,Referral,25.0,Active,
M101249,CapitalOneConcierge,Plus,2026-02-18,Direct,60.0,Churned,2025-07-24
M101250,VelocityBlack,Premium,2025-07-28,Partner,150.0,Active,
M101251,VelocityBlack,Standard,2024-12-23,Referral,25.0,Active,
M101252,VelocityBlack,Plus,2026-01-13,Partner,60.0,Active,
M101253,CapitalOneConcierge,Standard,2025-11-03,Direct,25.0,Active,
M101254,VelocityBlack,Plus,2025-04-28,Direct,60.0,Active,
M101255,CapitalOneConcierge,Premium,2024-11-21,Direct,150.0,Active,
M101256,CapitalOneConcierge,Standard,2025-04-08,Partner,25.0,Active,
M101257,CapitalOneConcierge,Plus,2025-11-11,Referral,60.0,Active,
M101258,CapitalOneConcierge,Standard,2025-07-11,Partner,25.0,Active,
M101259,CapitalOneConcierge,Standard,2024-12-12,Direct,25.0,Churned,2025-10-21
M101260,VelocityBlack,Plus,2024-11-27,Direct,60.0,Active,
M101261,VelocityBlack,Plus,2026-02-07,Referral,60.0,Active,
M101262,VelocityBlack,Standard,2025-05-02,Direct,25.0,Active,
M101263,CapitalOneConcierge,Plus,2025-09-08,Partner,60.0,Active,
M101264,CapitalOneConcierge,Plus,2025-03-16,Direct,60.0,Active,
M101265,CapitalOneConcierge,Standard,2024-10-21,Partner,25.0,Active,
M101266,VelocityBlack,Plus,2025-04-13,Partner,60.0,Active,
M101267,CapitalOneConcierge,Standard,2025-09-12,Direct,25.0,Active,
M101268,CapitalOneConcierge,Standard,2025-03-02,Direct,25.0,Active,
M101269,CapitalOneConcierge,Plus,2025-07-25,Partner,60.0,Active,
M101270,CapitalOneConcierge,Standard,2025-04-27,Direct,25.0,Active,
M101271,VelocityBlack,Premium,2025-03-04,Direct,150.0,Churned,2025-11-27
M101272,VelocityBlack,Premium,2025-01-18,Direct,150.0,Active,
M101273,CapitalOneConcierge,Plus,2025-01-21,Direct,60.0,Active,
M101274,VelocityBlack,Premium,2025-01-19,Partner,150.0,Active,
M101275,VelocityBlack,Premium,2025-09-26,Direct,150.0,Active,
M101276,VelocityBlack,Standard,2025-03-04,Direct,25.0,Active,
M101277,VelocityBlack,Plus,2025-10-08,Referral,60.0,Active,
M101278,CapitalOneConcierge,Standard,2025-02-17,Direct,25.0,Active,
M101279,CapitalOneConcierge,Standard,2025-02-26,Direct,25.0,Churned,2025-07-10
M101280,VelocityBlack,Standard,2026-01-15,Partner,25.0,Active,
M101281,VelocityBlack,Standard,2025-12-20,Referral,25.0,Active,
M101282,VelocityBlack,Plus,2025-04-07,Partner,60.0,Active,
M101283,CapitalOneConcierge,Standard,2025-01-26,Partner,25.0,Active,
M101284,CapitalOneConcierge,Plus,2025-09-24,Direct,60.0,Active,
M101285,CapitalOneConcierge,Plus,2024-10-10,Direct,60.0,Active,
M101286,VelocityBlack,Standard,2025-05-07,Referral,25.0,Active,
M101287,VelocityBlack,Plus,2025-07-23,Referral,60.0,Active,
M101288,CapitalOneConcierge,Standard,2025-09-02,Partner,25.0,Active,
M101289,CapitalOneConcierge,Premium,2024-10-30,Direct,150.0,Churned,2025-12-22
M101290,CapitalOneConcierge,Standard,2024-09-04,Direct,25.0,Active,
M101291,CapitalOneConcierge,Standard,2025-01-30,Direct,25.0,Active,
M101292,CapitalOneConcierge,Standard,2024-11-06,Referral,25.0,Active,
M101293,VelocityBlack,Premium,2025-06-03,Partner,150.0,Active,
M101294,VelocityBlack,Plus,2026-01-12,Direct,60.0,Active,
M101295,VelocityBlack,Standard,2025-02-04,Direct,25.0,Active,
M101296,VelocityBlack,Standard,2025-05-06,Direct,25.0,Active,
M101297,VelocityBlack,Plus,2024-12-28,Direct,60.0,Active,
M101298,CapitalOneConcierge,Plus,2024-09-26,Partner,60.0,Active,
M101299,VelocityBlack,Standard,2025-09-17,Partner,25.0,Active,
M101300,VelocityBlack,Premium,2025-01-19,Direct,150.0,Active,
M101301,CapitalOneConcierge,Standard,2025-06-25,Partner,25.0,Active,
M101302,CapitalOneConcierge,Standard,2025-09-06,Referral,25.0,Active,
M101303,VelocityBlack,Premium,2025-11-30,Direct,150.0,Active,
M101304,CapitalOneConcierge,Plus,2024-12-12,Direct,60.0,Active,
M101305,CapitalOneConcierge,Plus,2025-07-13,Direct,60.0,Active,
M101306,CapitalOneConcierge,Plus,2026-01-07,Direct,60.0,Active,
M101307,CapitalOneConcierge,Standard,2025-05-22,Direct,25.0,Churned,2026-02-08
M101308,VelocityBlack,Standard,2024-09-24,Partner,25.0,Active,
M101309,CapitalOneConcierge,Standard,2025-01-22,Direct,25.0,Active,
M101310,VelocityBlack,Standard,2025-11-06,Direct,25.0,Active,
M101311,CapitalOneConcierge,Standard,2025-11-04,Referral,25.0,Active,
M101312,CapitalOneConcierge,Standard,2025-02-19,Direct,25.0,Active,
M101313,VelocityBlack,Plus,2024-12-18,Partner,60.0,Active,
M101314,VelocityBlack,Plus,2025-02-07,Partner,60.0,Active,
M101315,CapitalOneConcierge,Plus,2025-01-11,Partner,60.0,Active,
M101316,CapitalOneConcierge,Plus,2025-10-08,Partner,60.0,Active,
M101317,VelocityBlack,Plus,2025-12-01,Partner,60.0,Active,
M101318,CapitalOneConcierge,Premium,2024-09-28,Partner,150.0,Active,
M101319,CapitalOneConcierge,Standard,2025-10-08,Direct,25.0,Active,
M101320,CapitalOneConcierge,Standard,2025-10-14,Direct,25.0,Churned,2025-11-04
M101321,CapitalOneConcierge,Standard,2025-07-30,Direct,25.0,Churned,2025-11-30
M101322,VelocityBlack,Standard,2025-12-17,Direct,25.0,Active,
M101323,CapitalOneConcierge,Plus,2024-09-24,Direct,60.0,Active,
M101324,VelocityBlack,Standard,2025-09-15,Direct,25.0,Active,
M101325,CapitalOneConcierge,Standard,2024-11-10,Direct,25.0,Active,
M101326,VelocityBlack,Plus,2025-12-31,Direct,60.0,Churned,2025-09-04
M101327,CapitalOneConcierge,Standard,2025-05-30,Direct,25.0,Active,
M101328,VelocityBlack,Plus,2024-10-22,Partner,60.0,Active,
M101329,VelocityBlack,Premium,2025-10-11,Partner,150.0,Active,
M101330,CapitalOneConcierge,Plus,2025-10-12,Partner,60.0,Active,
M101331,CapitalOneConcierge,Plus,2025-05-11,Direct,60.0,Active,
M101332,CapitalOneConcierge,Plus,2025-02-17,Referral,60.0,Active,
M101333,CapitalOneConcierge,Standard,2024-09-12,Partner,25.0,Active,
M101334,CapitalOneConcierge,Plus,2026-01-06,Direct,60.0,Active,
M101335,CapitalOneConcierge,Standard,2024-12-11,Referral,25.0,Active,
M101336,VelocityBlack,Premium,2025-12-02,Direct,150.0,Active,
M101337,CapitalOneConcierge,Plus,2025-07-17,Partner,60.0,Active,
M101338,CapitalOneConcierge,Plus,2025-09-08,Partner,60.0,Active,
M101339,VelocityBlack,Plus,2025-09-12,Direct,60.0,Active,
M101340,VelocityBlack,Standard,2025-12-10,Partner,25.0,Active,
M101341,CapitalOneConcierge,Standard,2024-09-21,Direct,25.0,Active,
M101342,CapitalOneConcierge,Plus,2026-02-20,Direct,60.0,Active,
M101343,CapitalOneConcierge,Premium,2024-09-26,Direct,150.0,Active,
M101344,CapitalOneConcierge,Standard,2026-02-24,Direct,25.0,Active,
M101345,CapitalOneConcierge,Plus,2025-01-22,Direct,60.0,Active,
M101346,VelocityBlack,Plus,2025-12-03,Partner,60.0,Active,
M101347,VelocityBlack,Plus,2024-10-18,Direct,60.0,Active,
M101348,VelocityBlack,Premium,2025-05-09,Direct,150.0,Active,
M101349,VelocityBlack,Standard,2025-06-22,Partner,25.0,Active,
M101350,CapitalOneConcierge,Standard,2026-01-31,Direct,25.0,Active,
M101351,CapitalOneConcierge,Plus,2024-11-08,Direct,60.0,Active,
M101352,VelocityBlack,Plus,2024-09-22,Partner,60.0,Active,
M101353,VelocityBlack,Standard,2025-08-19,Referral,25.0,Active,
M101354,CapitalOneConcierge,Standard,2024-09-29,Direct,25.0,Active,
M101355,VelocityBlack,Standard,2025-10-27,Direct,25.0,Churned,2025-11-11
M101356,CapitalOneConcierge,Plus,2024-09-23,Partner,60.0,Active,
M101357,CapitalOneConcierge,Standard,2026-02-09,Referral,25.0,Churned,2025-12-17
M101358,CapitalOneConcierge,Standard,2025-06-17,Direct,25.0,Active,
M101359,VelocityBlack,Standard,2026-01-28,Direct,25.0,Active,
M101360,CapitalOneConcierge,Standard,2024-11-10,Direct,25.0,Active,
M101361,VelocityBlack,Premium,2025-01-28,Partner,150.0,Churned,2025-08-21
M101362,CapitalOneConcierge,Standard,2025-05-06,Referral,25.0,Active,
M101363,VelocityBlack,Plus,2024-09-18,Partner,60.0,Churned,2025-11-12
M101364,CapitalOneConcierge,Standard,2024-10-28,Direct,25.0,Active,
M101365,CapitalOneConcierge,Standard,2025-02-27,Partner,25.0,Active,
M101366,VelocityBlack,Standard,2025-10-06,Partner,25.0,Churned,2025-08-22
M101367,VelocityBlack,Standard,2025-09-20,Direct,25.0,Active,
M101368,VelocityBlack,Standard,2024-10-19,Partner,25.0,Active,
M101369,VelocityBlack,Plus,2024-10-05,Direct,60.0,Active,
M101370,VelocityBlack,Premium,2025-08-23,Direct,150.0,Active,
M101371,CapitalOneConcierge,Standard,2025-03-16,Partner,25.0,Churned,2025-09-11
M101372,VelocityBlack,Plus,2025-11-04,Direct,60.0,Churned,2026-01-14
M101373,CapitalOneConcierge,Plus,2025-02-10,Referral,60.0,Churned,2025-09-28
M101374,CapitalOneConcierge,Plus,2025-03-17,Direct,60.0,Active,
M101375,VelocityBlack,Standard,2024-12-30,Direct,25.0,Active,
M101376,CapitalOneConcierge,Standard,2025-01-24,Direct,25.0,Active,
M101377,CapitalOneConcierge,Standard,2025-09-19,Direct,25.0,Active,
M101378,CapitalOneConcierge,Plus,2025-05-15,Direct,60.0,Active,
M101379,VelocityBlack,Plus,2025-08-24,Partner,60.0,Active,
M101380,VelocityBlack,Premium,2024-10-15,Direct,150.0,Active,
M101381,VelocityBlack,Standard,2025-06-19,Direct,25.0,Active,
M101382,CapitalOneConcierge,Standard,2025-05-08,Partner,25.0,Active,
M101383,CapitalOneConcierge,Standard,2026-01-07,Direct,25.0,Active,
M101384,CapitalOneConcierge,Standard,2025-04-19,Partner,25.0,Active,
M101385,VelocityBlack,Standard,2024-10-28,Direct,25.0,Active,
M101386,CapitalOneConcierge,Plus,2025-09-14,Direct,60.0,Active,
M101387,VelocityBlack,Premium,2024-11-22,Partner,150.0,Active,
M101388,CapitalOneConcierge,Premium,2026-01-06,Partner,150.0,Active,
M101389,VelocityBlack,Standard,2025-03-29,Partner,25.0,Active,
M101390,CapitalOneConcierge,Standard,2025-10-31,Direct,25.0,Active,
M101391,CapitalOneConcierge,Plus,2025-08-23,Direct,60.0,Active,
M101392,VelocityBlack,Plus,2025-05-12,Partner,60.0,Active,
M101393,VelocityBlack,Plus,2025-07-15,Partner,60.0,Active,
M101394,CapitalOneConcierge,Plus,2024-12-10,Partner,60.0,Churned,2025-12-08
M101395,VelocityBlack,Plus,2024-10-12,Partner,60.0,Active,
M101396,CapitalOneConcierge,Standard,2025-10-21,Partner,25.0,Churned,2026-01-29
M101397,CapitalOneConcierge,Standard,2026-02-02,Direct,25.0,Churned,2026-01-30
M101398,CapitalOneConcierge,Standard,2025-12-12,Partner,25.0,Active,
M101399,VelocityBlack,Premium,2025-02-14,Direct,150.0,Active,
M101400,VelocityBlack,Premium,2025-03-15,Direct,150.0,Active,
M101401,VelocityBlack,Premium,2025-03-15,Partner,150.0,Active,
M101402,CapitalOneConcierge,Plus,2025-09-17,Direct,60.0,Active,
M101403,VelocityBlack,Plus,2025-08-05,Direct,60.0,Active,
M101404,VelocityBlack,Premium,2025-11-07,Referral,150.0,Active,
M101405,VelocityBlack,Plus,2026-01-26,Partner,60.0,Active,
M101406,CapitalOneConcierge,Plus,2025-04-02,Direct,60.0,Active,
M101407,VelocityBlack,Standard,2025-08-26,Referral,25.0,Churned,2025-08-17
M101408,CapitalOneConcierge,Plus,2025-05-31,Direct,60.0,Active,
M101409,CapitalOneConcierge,Standard,2026-01-31,Partner,25.0,Churned,2025-11-08
M101410,CapitalOneConcierge,Standard,2025-03-13,Direct,25.0,Active,
M101411,CapitalOneConcierge,Standard,2024-12-13,Direct,25.0,Active,
M101412,CapitalOneConcierge,Standard,2025-03-26,Direct,25.0,Active,
M101413,CapitalOneConcierge,Plus,2025-08-03,Direct,60.0,Active,
M101414,VelocityBlack,Standard,2026-01-30,Direct,25.0,Churned,2025-07-11
M101415,CapitalOneConcierge,Standard,2025-11-24,Direct,25.0,Active,
M101416,CapitalOneConcierge,Standard,2024-09-12,Partner,25.0,Active,
M101417,CapitalOneConcierge,Standard,2025-06-04,Direct,25.0,Active,
M101418,CapitalOneConcierge,Plus,2024-11-27,Direct,60.0,Active,
M101419,CapitalOneConcierge,Standard,2025-03-17,Referral,25.0,Churned,2025-08-23
M101420,CapitalOneConcierge,Premium,2026-01-25,Partner,150.0,Active,
M101421,CapitalOneConcierge,Plus,2026-02-16,Referral,60.0,Active,
M101422,CapitalOneConcierge,Plus,2024-11-24,Direct,60.0,Churned,2025-08-12
M101423,VelocityBlack,Plus,2024-11-18,Direct,60.0,Active,
M101424,VelocityBlack,Standard,2025-09-14,Partner,25.0,Churned,2026-01-04
M101425,VelocityBlack,Premium,2025-04-12,Partner,150.0,Active,
M101426,VelocityBlack,Plus,2025-04-24,Direct,60.0,Active,
M101427,VelocityBlack,Standard,2025-12-18,Referral,25.0,Churned,2026-01-14
M101428,CapitalOneConcierge,Plus,2026-01-13,Partner,60.0,Active,
M101429,VelocityBlack,Plus,2026-01-02,Partner,60.0,Active,
M101430,CapitalOneConcierge,Standard,2025-10-30,Direct,25.0,Active,
M101431,CapitalOneConcierge,Plus,2026-02-14,Partner,60.0,Active,
M101432,VelocityBlack,Plus,2025-09-26,Direct,60.0,Active,
M101433,VelocityBlack,Standard,2025-12-24,Referral,25.0,Active,
M101434,VelocityBlack,Standard,2025-06-21,Direct,25.0,Active,
M101435,CapitalOneConcierge,Standard,2024-09-30,Direct,25.0,Active,
M101436,VelocityBlack,Premium,2025-11-17,Direct,150.0,Active,
M101437,CapitalOneConcierge,Standard,2026-01-18,Partner,25.0,Active,
M101438,CapitalOneConcierge,Plus,2025-02-18,Referral,60.0,Active,
M101439,CapitalOneConcierge,Plus,2025-04-22,Referral,60.0,Churned,2025-08-21
M101440,VelocityBlack,Premium,2025-07-08,Partner,150.0,Active,
M101441,VelocityBlack,Plus,2025-08-20,Referral,60.0,Active,
M101442,VelocityBlack,Premium,2025-09-02,Partner,150.0,Active,
M101443,VelocityBlack,Standard,2025-04-03,Direct,25.0,Active,
M101444,VelocityBlack,Standard,2025-12-08,Partner,25.0,Active,
M101445,CapitalOneConcierge,Premium,2025-11-16,Direct,150.0,Active,
M101446,CapitalOneConcierge,Standard,2026-01-24,Direct,25.0,Active,
M101447,CapitalOneConcierge,Plus,2025-07-10,Direct,60.0,Active,
M101448,CapitalOneConcierge,Standard,2024-10-14,Direct,25.0,Active,
M101449,VelocityBlack,Plus,2025-12-03,Referral,60.0,Churned,2025-10-24
M101450,CapitalOneConcierge,Standard,2024-10-15,Referral,25.0,Active,
M101451,CapitalOneConcierge,Standard,2024-12-16,Direct,25.0,Churned,2025-09-11
M101452,CapitalOneConcierge,Plus,2025-02-03,Partner,60.0,Active,
M101453,CapitalOneConcierge,Standard,2024-12-11,Direct,25.0,Churned,2025-12-23
M101454,VelocityBlack,Standard,2025-09-28,Direct,25.0,Churned,2025-09-01
M101455,VelocityBlack,Premium,2025-04-28,Direct,150.0,Churned,2026-02-01
M101456,VelocityBlack,Standard,2024-12-30,Direct,25.0,Active,
M101457,VelocityBlack,Standard,2024-09-05,Direct,25.0,Active,
M101458,CapitalOneConcierge,Plus,2024-12-28,Direct,60.0,Active,
M101459,VelocityBlack,Standard,2025-09-12,Direct,25.0,Active,
M101460,CapitalOneConcierge,Standard,2025-11-05,Direct,25.0,Active,
M101461,CapitalOneConcierge,Standard,2025-02-09,Referral,25.0,Churned,2026-01-09
M101462,VelocityBlack,Standard,2024-10-12,Direct,25.0,Churned,2025-07-09
M101463,VelocityBlack,Plus,2025-06-30,Direct,60.0,Active,
M101464,CapitalOneConcierge,Premium,2025-10-30,Direct,150.0,Active,
M101465,CapitalOneConcierge,Standard,2024-10-10,Direct,25.0,Active,
M101466,VelocityBlack,Standard,2025-11-06,Direct,25.0,Active,
M101467,VelocityBlack,Premium,2024-12-04,Direct,150.0,Active,
M101468,CapitalOneConcierge,Standard,2025-01-20,Partner,25.0,Churned,2026-02-06
M101469,VelocityBlack,Standard,2025-08-05,Partner,25.0,Active,
M101470,CapitalOneConcierge,Standard,2024-09-30,Partner,25.0,Churned,2025-11-06
M101471,VelocityBlack,Plus,2025-02-15,Partner,60.0,Active,
M101472,VelocityBlack,Plus,2024-11-16,Direct,60.0,Active,
M101473,CapitalOneConcierge,Standard,2024-12-27,Direct,25.0,Active,
